id,nome,email,data_nascimento,cpf,telefone,salario,ativo,ultima_compra,categoria_cliente,observacoes
188,Isaque Brito,cmacedo@example.com,1987-08-15,950.317.264-07,0500-950-8585,17419.69,,18/04/2024,bronze,
189,Dr. Ian Nogueira,carolinarocha@example.net,1988-09-30,674.251.380-26,41 9167 5037,14833.17,sim,15/10/2023,diamante,Pariatur veritatis vel minima ipsum fugit ullam facilis velit.
190,Valentina Ramos,borgeseduardo@example.net,1950-09-04,451.069.328-15,(041) 0672 2493,,True,02/12/2023,ouro,
191,Breno Carvalho,sampaiotheo@example.org,1987-06-12,915.703.682-95,+55 84 9260 9917,20656.89,não,16/05/2025,prata,Maxime sunt ab voluptatem voluptatum autem nulla totam rerum illo voluptatem.
192,Clara Cavalcanti,leticia63@example.com,1982-08-08,00000000000,+55 (041) 2104-9501,7806.9,sim,05/09/2023,prata,Aliquam suscipit dolores consectetur quas.
193,Cecilia da Cruz,pedro-henrique77@example.org,1966-07-31,761.359.204-99,+55 71 5137 6389,2793.95,não,26/11/2023,,
194,Alexia Brito,ravifarias@example.com,1968-02-17,291.038.754-23,,18010.83,False,06/08/2023,,
195,Bella Costa,luaracaldeira@example.org,1983-09-27,780.639.512-12,(041) 4113 1653,20679.77,True,,ouro,Hic accusantium odio odit qui ad porro hic excepturi.
196,Ester Moura,xda-conceicao@example.net,2003-10-28,650.321.849-42,+55 (041) 1955-8925,4675.13,,02/05/2024,ouro,
197,Theo Borges,dnascimento@example.com,2000-07-18,00000000000,+55 21 2081-8880,13103.44,sim,16/10/2023,ouro,
198,Srta. Maria Sophia Fernandes,rezendecarlos-eduardo@example.com,1987-03-01,082.316.579-59,,9237.83,sim,12/11/2024,diamante,Eligendi incidunt maiores doloribus repellendus.
199,Ana Clara Pastor,sampaioayla@example.net,1948-12-24,028.751.643-17,+55 (071) 0834 4965,6804.42,False,30/11/2023,ouro,
200,Murilo Siqueira,ester43@example.net,1947-05-19,257.841.096-85,(084) 7333-1955,,sim,16/04/2025,,
201,Brayan Dias,maria-clara16@example.org,1963-05-31,213.875.690-40,41 9285-5263,,sim,28/05/2023,bronze,
202,Maysa Novais,sathiago@example.com,1983-01-26,180.579.423-04,(031) 3808 7278,19905.54,sim,28/02/2025,bronze,Laudantium aliquid possimus eius quisquam iste.
203,Dom Vargas,salevi@example.net,1965-07-25,648.725.913-64,+55 (051) 6966-2965,18020.46,True,11/05/2024,ouro,Expedita magni natus optio repellat magnam.
204,Lavínia Teixeira,joao-gabriel93@example.net,1964-01-14,134.672.580-26,+55 (021) 0923 2370,19885.27,sim,,bronze,
205,Evelyn Caldeira,allanavargas@example.com,2005-12-24,705.468.132-08,,12504.42,True,16/11/2023,diamante,
206,Dr. Luigi Barros,milenamendonca@example.com,1982-03-08,431.869.205-15,,17528.95,True,10/03/2024,,Nam cum blanditiis reiciendis ipsum sunt possimus iste laudantium earum.
207,Maria Julia Cavalcanti,maria-julia86@example.org,1957-03-26,746.203.951-61,+55 21 2226 3944,20901.17,True,04/04/2024,prata,Nam aliquam corporis nostrum a error in.
208,Bernardo Araújo,cpimenta@example.net,1949-10-14,560.841.327-07,+55 21 2755 4739,9364.88,não,24/09/2023,diamante,
209,Dr. Pedro Henrique Moraes,ninada-rocha@example.org,1987-06-21,942.157.630-61,(081) 4578 0543,17917.22,,25/03/2024,ouro,
210,Emilly Borges,pimentarenan@example.com,1993-08-10,481.062.957-02,(011) 3168 6437,9467.47,não,23/05/2024,bronze,Corrupti quo animi sequi occaecati ad magni ipsum sunt.
211,Bernardo Marques,jose-miguelda-cunha@example.net,1957-04-24,708.361.249-87,0800 407 9017,7450.53,sim,,bronze,Iure architecto consequuntur omnis quasi delectus mollitia adipisci saepe possimus.
212,Valentim Sampaio,lucas-gabrielcastro@example.org,1951-11-19,423.958.017-04,,11387.25,sim,10/12/2023,ouro,
213,Léo Castro,melina71@example.net,2001-02-17,630.915.482-60,+55 (041) 6797-3835,10435.94,,21/09/2023,prata,
214,Mariana Montenegro,gpimenta@example.net,2003-11-09,589.263.471-09,0800-726-2974,6407.86,sim,09/02/2025,diamante,
215,Sr. Ian da Cruz,clarice92@example.org,1956-05-21,718.932.564-64,0900-766-6951,10721.19,sim,27/04/2025,ouro,
216,Joaquim Teixeira,manuella47@example.com,1950-07-28,068.325.917-21,+55 84 7049-0364,,não,21/01/2025,,
217,Thales Castro,marcelo91@example.org,1981-02-16,952.860.314-98,,19974.12,não,04/07/2023,prata,
218,Anna Liz Dias,elisa28@example.net,1984-02-24,245.691.308-60,+55 (051) 6825 6669,10595.18,sim,27/07/2023,,
219,Rebeca Costela,apollopereira@example.com,1969-05-10,739.154.862-64,(011) 1677 6565,9627.82,,,,
220,Eduarda Albuquerque,barbosabeatriz@example.com,1962-09-21,784.251.630-80,0900-409-1634,20432.08,,10/11/2023,ouro,
221,Benjamim Rezende,lorenzomonteiro@example.com,1961-07-24,425.671.908-30,,11228.57,True,28/10/2024,,
222,Anthony Gabriel Cardoso,bentoferreira@example.net,1957-12-20,976.401.583-20,(084) 3813-8041,4113.59,,,prata,
223,Marcos Vinicius Marques,davi-miguelsiqueira@example.com,1971-08-04,107.684.395-66,(041) 5086-2632,17507.08,True,22/10/2023,diamante,Tempora aspernatur quibusdam suscipit fugit similique.
224,Gabriel Aparecida,santosmaria-luisa@example.com,1953-12-30,00000000000,0300-331-7966,4970.23,True,17/02/2024,,
225,Joaquim da Paz,mariaholiveira@example.com,1963-05-10,701.586.923-30,+55 21 5313 8256,17606.77,True,01/04/2025,prata,Reprehenderit ducimus eos exercitationem eaque maxime esse deleniti.
226,Catarina Mendonça,dda-paz@example.com,1960-08-12,451.706.982-67,0900 485 3235,8242.24,sim,08/08/2024,,Delectus consequatur sunt beatae eius modi fugit cum sequi tenetur.
227,Diego Abreu,frios@example.net,1971-10-27,781.453.960-93,(011) 5977-0165,24658.82,sim,18/01/2025,,
228,Léo da Cruz,miguel00@example.net,1961-12-11,714.526.980-58,(084) 1162 2280,19039.74,não,14/01/2025,bronze,
229,João Guilherme Cavalcante,sofia17@example.net,1949-08-19,876.954.123-09,(041) 5177-2225,22603.95,,23/09/2023,bronze,
230,Vicente Rios,alanacirino@example.net,1946-03-20,296.408.731-87,+55 21 6921 5063,17983.88,,12/05/2025,diamante,
231,Sophie Moreira,lais41@example.org,1948-03-16,281.607.594-01,,3640.45,não,07/12/2024,diamante,
232,João Lucas Leão,koliveira@example.com,1995-03-02,071.258.946-58,11 0944-9132,16001.03,False,29/03/2024,prata,
233,Pedro Moraes,mguerra@example.org,1994-08-15,00000000000,+55 (071) 2139-9990,13847.09,False,27/12/2024,ouro,Totam ipsa ipsam sint cumque odio.
234,Eloah Pastor,qbarbosa@example.net,1946-02-16,289.164.375-55,+55 61 4229 1985,24161.42,False,,,Illo dolores corrupti accusamus deleniti libero occaecati.
235,Nicolas Pereira,maria-alice05@example.com,1983-12-08,185.096.234-06,(071) 5880-0457,23428.14,sim,08/05/2024,bronze,
236,Luan Lopes,azevedoheloisa@example.com,1999-04-07,941.028.537-23,0900-300-8125,5878.81,True,02/11/2023,diamante,
237,Ravi Lucca da Costa,wvargas@example.net,1983-10-30,781.954.260-85,+55 (051) 8951-2722,15396.54,False,04/08/2023,,Nostrum aperiam voluptate illum quaerat.
238,Maria Helena Borges,qlima@example.net,1953-01-01,512.739.064-70,+55 84 3063 6637,10562.04,True,07/03/2024,,Sunt quae aut aspernatur similique temporibus quia similique illo explicabo.
239,Liam Dias,isis19@example.net,1950-03-02,349.018.625-70,+55 61 1431-8106,19106.16,sim,01/06/2023,prata,
240,Isadora Nunes,montenegromiguel@example.net,1965-03-08,594.830.712-32,0300 802 8396,10784.27,sim,12/05/2024,,
241,Sr. Benício Pereira,wrocha@example.org,1991-07-26,192.634.705-61,11 5170 9754,8461.68,sim,16/01/2025,ouro,Tenetur soluta incidunt vero ex quos distinctio laborum fugit rem.
242,Sr. Nicolas Almeida,fogacacarolina@example.net,1967-03-02,859.306.174-57,41 3119 6106,24900.87,não,22/05/2024,,Rem quae beatae deleniti maxime delectus quod.
243,Pedro Pinto,lopesravi-lucca@example.org,1987-08-14,804.139.526-06,+55 11 9774-1089,11513.57,False,21/12/2024,ouro,
244,Guilherme Pires,murilomendes@example.org,1973-02-07,632.579.014-61,+55 21 4493 0797,6259.53,não,27/05/2023,,
245,Sophia Vargas,cardosoian@example.org,1986-07-25,386.271.045-90,+55 (071) 6521-5990,5041.42,sim,01/07/2023,,
246,Luara da Cruz,,1989-11-29,320.641.978-69,+55 (061) 9575 1605,4368.33,,27/03/2024,prata,
247,Vinicius Silveira,erodrigues@example.net,1961-12-26,378.609.125-03,+55 71 2191-1368,18521.0,não,14/02/2025,bronze,
248,José Pedro Martins,isabelly01@example.net,1962-03-18,918.074.653-57,(051) 7688-5812,5914.49,True,,prata,
249,Francisco Correia,vieiraevelyn@example.com,1989-11-28,947.012.586-01,+55 41 4691 0691,19331.79,sim,06/02/2024,ouro,
250,Ester Albuquerque,albuquerquejoao-lucas@example.com,1959-01-04,00000000000,+55 61 7765 5171,5539.21,sim,06/02/2025,,Sequi iure provident praesentium fugiat exercitationem corrupti sequi consequatur odio.
251,Heloísa Sá,antoniooliveira@example.org,1971-02-03,946.723.851-91,+55 41 5764 6277,4222.15,True,02/09/2023,bronze,Praesentium iusto non inventore explicabo saepe.
252,Maria Luiza Nascimento,felipe12@example.com,1971-09-24,875.109.642-02,0900 832 1685,6206.38,não,14/10/2024,,Maxime est aut ipsam eveniet minima accusamus officia delectus commodi.
253,Luara Guerra,heitor80@example.net,1985-08-18,486.037.912-87,31 1688-7912,17699.69,não,09/05/2025,diamante,Possimus eveniet laudantium recusandae aperiam illo voluptatibus quidem rem.
254,Maria Melo,yda-costa@example.org,1953-06-02,584.270.639-38,+55 (041) 8030-1279,8331.25,não,15/06/2023,,
255,Dante Azevedo,eaparecida@example.net,1995-04-12,426.958.710-58,0300 070 1735,19250.26,True,30/10/2024,,Cum enim quod officia sint excepturi modi odit.
256,Levi Vasconcelos,isabelly21@example.net,1958-07-15,728.043.951-97,31 7603 0524,10285.76,não,27/07/2023,ouro,
257,Sr. Bernardo Duarte,mda-rosa@example.com,1945-07-14,796.854.230-83,,13091.7,False,24/02/2025,bronze,
258,Théo Pereira,albuquerqueraul@example.net,2006-09-16,076.985.431-10,11 0652 9588,24095.17,não,04/11/2023,prata,
259,Ana Júlia Rios,arthur-miguel96@example.com,1978-04-29,412.870.963-87,(081) 4736-3346,7083.69,True,02/02/2025,bronze,
260,Benicio da Luz,silvasofia@example.net,1982-12-06,615.978.243-64,51 1816 0025,3763.96,True,14/11/2023,,
261,Cecília Sá,martinsjoao-vitor@example.net,1957-05-02,726.083.159-68,(071) 4893 8004,5457.09,não,22/11/2024,bronze,
262,Calebe Montenegro,maria-vitoria95@example.com,1977-11-21,748.623.015-17,81 5286-0166,13592.6,True,,bronze,
263,Dra. Camila Cirino,jbrito@example.net,2001-12-12,321.806.594-15,(041) 9335-2163,2548.18,sim,10/05/2025,prata,Exercitationem molestias rerum consectetur.
264,Stephany Gonçalves,brayan43@example.net,1976-10-18,137.485.029-23,+55 (081) 7178-7045,23738.57,sim,19/03/2024,,
265,Sra. Maria Julia Costa,otavioferreira@example.org,1958-07-20,978.635.120-77,,4599.33,True,26/12/2024,ouro,
266,Ana Novaes,milenamarques@example.net,1974-02-24,067.142.398-31,+55 (084) 9587-1979,17850.1,False,01/05/2025,prata,
267,Clarice da Paz,gmelo@example.com,1946-11-18,458.791.236-00,84 9073 4196,23892.74,,09/02/2024,diamante,Dignissimos quae similique aperiam quis.
268,Antony Caldeira,evelyn39@example.org,1952-06-01,839.702.541-32,+55 84 6823 1922,5223.89,sim,20/05/2024,prata,
269,João Miguel da Rocha,raul92@example.net,1990-11-16,246.305.179-52,(011) 5142 5956,20773.66,não,02/11/2024,,
270,Dr. Rafael Souza,kmendes@example.com,1981-02-08,591.086.437-84,(041) 1461 5906,4267.2,False,25/10/2024,bronze,
271,Rafaela Dias,lorenafogaca@example.org,1952-10-17,768.052.419-01,+55 41 0059 3839,19243.53,,13/11/2024,prata,
272,Hellena Nogueira,acamargo@example.net,2005-06-27,348.705.691-75,0500-805-6842,4674.03,,08/04/2025,ouro,
273,Henrique Nunes,albuquerquelucas@example.com,1996-02-15,479.352.608-00,,12733.88,,,ouro,
274,Maria Alice Rios,silveiraeduardo@example.net,2002-12-24,239.476.058-38,(061) 4124-2470,12052.58,sim,03/07/2023,,
275,Juan da Mota,luiz-henrique99@example.com,1951-11-16,069.482.371-69,0500 642 7362,17195.43,não,14/02/2024,prata,
276,Dra. Ana Vitória Abreu,acirino@example.net,1984-09-05,185.396.724-64,61 8313 3719,19950.43,False,27/09/2024,bronze,
277,Dr. Pedro Lucas Mendonça,leandro48@example.com,2005-01-06,910.654.327-80,31 9658-5300,22206.09,False,23/07/2024,ouro,
278,Luiz Felipe Mendes,zsiqueira@example.org,1995-03-29,750.964.281-76,+55 (051) 3016 6210,23839.66,False,,prata,
279,Maria Liz Sales,abreudavi-lucca@example.net,1993-10-06,156.709.342-61,41 2788-9272,5533.72,sim,21/12/2024,bronze,Quia non laudantium maiores architecto minus architecto.
280,Calebe Garcia,ana42@example.com,1969-04-19,940.175.362-80,51 7202 9650,23349.67,,,prata,Veritatis eum doloremque ipsam pariatur.
281,Nicole Montenegro,alexia71@example.org,2000-06-19,931.802.746-03,+55 (081) 5870 9997,24638.29,não,12/03/2024,prata,
282,Sr. Eduardo Sales,diasravi-lucca@example.org,1975-08-10,951.402.763-99,+55 (041) 0884-0402,3033.26,não,29/12/2023,bronze,
283,Dr. Vitor Hugo da Luz,agathaoliveira@example.net,1985-05-13,625.198.734-00,(071) 4651-7741,15927.94,,17/02/2025,prata,
284,Samuel da Rosa,sousajoana@example.com,1948-02-20,00000000000,+55 (084) 7256 5314,20897.92,,,diamante,
285,Maria Vitória Cunha,ceciliafonseca@example.org,1970-11-10,251.706.489-01,31 0607-2155,5014.17,,12/10/2024,bronze,Adipisci consectetur dicta libero similique repudiandae.
286,Dr. Breno Novais,maria-julia58@example.com,1975-01-23,872.563.941-28,+55 (071) 9172-5370,6951.04,sim,02/05/2025,ouro,Debitis illo optio iure ad similique optio.
287,Isabela Gomes,maite59@example.com,1986-09-08,361.789.240-03,+55 81 6674-9606,19312.45,,23/04/2024,prata,Voluptates reprehenderit quos blanditiis dignissimos porro tempore tempore.
288,Maria Vitória Sales,,1988-02-18,562.381.940-06,+55 (084) 1602-0817,13005.2,não,12/01/2024,prata,
289,Srta. Aurora Carvalho,ferreiraigor@example.org,1962-09-22,789.243.615-46,(051) 2906 7662,7309.47,False,25/02/2024,ouro,
290,Maitê Marques,calbuquerque@example.org,1958-07-13,530.879.216-02,+55 61 9311-6596,10567.17,False,03/02/2025,diamante,
291,Heloisa Aparecida,auroraborges@example.com,1951-02-10,162.789.504-30,+55 (084) 1727-7459,3630.38,False,26/08/2024,,
292,Otto Fernandes,mathias35@example.com,1957-01-11,287.610.534-90,(071) 7894-1693,20038.52,não,11/04/2024,prata,
293,Levi Mendes,liamsales@example.com,1998-01-23,492.735.180-79,+55 (061) 9168 3199,9869.79,True,16/04/2024,prata,Alias explicabo officiis quae fuga minus sequi velit amet ut.
294,Paulo Azevedo,cavalcantiraul@example.net,1975-08-26,971.485.026-67,11 4935-7394,2284.65,,16/11/2023,diamante,Veritatis quis optio sit id tenetur aspernatur.
295,Marcela Ramos,sguerra@example.net,2005-07-27,109.238.765-02,21 0447-2054,20017.57,True,18/05/2023,prata,Ullam molestias similique reprehenderit totam atque aut perferendis possimus.
296,Dr. Erick Aragão,milena55@example.org,1981-06-02,038.542.719-05,0800-425-8328,9564.77,,01/11/2023,prata,
297,Alana das Neves,melissacirino@example.com,1950-04-16,00000000000,(061) 8676-2642,9364.61,True,07/06/2023,ouro,
298,Isabel Cassiano,joanaaparecida@example.org,1948-03-28,791.423.058-88,0500 864 4813,17002.98,,22/04/2024,ouro,Totam impedit pariatur eius autem sequi impedit.
299,José Miguel Pacheco,xrezende@example.com,2007-05-04,185.602.749-01,,7973.16,True,28/11/2024,bronze,Laudantium alias velit quo incidunt amet.
300,Anna Liz da Conceição,isaac51@example.org,1955-01-22,479.265.803-92,51 9608 3633,17860.83,False,02/03/2025,bronze,Sunt aliquid recusandae nostrum expedita magni inventore dolor iure esse sunt.
301,Sophie da Rocha,caua19@example.net,2000-05-13,301.296.587-40,,13323.38,não,,ouro,Nisi fugiat nobis unde quis similique eius accusantium.
302,Paulo Pires,rleao@example.com,1968-02-15,204.715.893-14,,17249.81,False,,prata,Expedita qui saepe ullam labore.
303,Vitor Hugo Moura,vargasgustavo@example.org,1975-09-08,374.680.592-92,0800 177 2014,5201.97,sim,,bronze,Quod facilis maiores id distinctio ratione rem voluptas assumenda omnis.
304,Enzo Gabriel Moura,amendonca@example.org,1953-04-18,789.145.630-57,+55 (011) 9128 8881,3328.79,False,,prata,
305,Yan Pimenta,ana-cecilia20@example.net,1977-09-25,350.291.864-33,+55 84 7345-9679,14061.54,sim,14/07/2024,ouro,
306,Diego Alves,calebe28@example.com,2002-11-26,967.820.451-76,+55 11 0908 8557,14159.37,True,28/07/2023,prata,
307,Daniela Mendonça,marcela84@example.com,2006-07-28,072.986.534-74,(011) 0489 3500,4429.95,não,23/04/2024,ouro,
308,Sr. Anthony Oliveira,borgesemanuella@example.com,1964-05-25,491.328.756-73,+55 (071) 6768-4665,10710.02,,08/12/2024,,
309,Clarice Sampaio,lopesstephany@example.org,1952-10-03,076.329.481-04,+55 (061) 2511 0193,10492.61,,21/02/2024,ouro,
310,Bella Barros,vitoriaborges@example.org,1994-10-28,471.093.285-97,71 2019-1867,12712.16,sim,13/11/2024,bronze,Commodi corporis quaerat alias animi impedit ipsa sunt consectetur.
311,Dra. Laura Albuquerque,macedomaria-laura@example.com,1955-11-26,217.834.905-60,(041) 7248 0702,20652.64,não,,prata,
312,,aylla87@example.com,1980-12-01,247.635.910-61,+55 41 9762 1590,13756.66,sim,25/04/2025,prata,Consequatur consequatur commodi quia nisi assumenda laborum ad reiciendis repudiandae.
313,Kaique da Cruz,isabel01@example.net,1949-12-02,678.420.391-78,,20437.55,,13/04/2025,bronze,
314,Letícia Rodrigues,augusto50@example.net,1994-12-25,783.610.594-66,61 0884-0111,20474.77,False,22/08/2024,,Cumque qui necessitatibus eligendi nemo possimus tempora dolorem neque.
315,Isis da Cunha,aragaothales@example.org,2003-12-12,136.028.579-21,+55 (061) 2632-4913,22300.63,True,23/08/2024,ouro,
316,Ana Vitória Montenegro,aliciafreitas@example.com,1961-05-02,086.235.791-86,61 5524-2887,7098.6,True,26/08/2024,prata,Saepe optio quaerat occaecati dolores ab nesciunt sit.
317,Alícia Vargas,giovanna93@example.org,1986-11-26,637.948.215-64,+55 (084) 8841-8809,10525.67,,19/06/2024,ouro,Magnam facere asperiores autem aliquid et ab.
318,Srta. Maria Cecília Mendonça,isaaccavalcante@example.net,1966-10-04,307.942.586-38,+55 (011) 9575 4203,4648.66,True,26/06/2024,bronze,
319,Brayan Peixoto,caldeiraana@example.net,1944-12-09,897.265.143-55,31 5809-2444,9594.31,True,24/04/2024,prata,
320,Vitor Hugo Viana,hsilva@example.com,2001-07-23,718.963.502-59,+55 (061) 1818 9341,17930.32,False,23/12/2024,diamante,Sed non totam natus exercitationem laudantium repellendus nobis odit.
321,Amanda Pimenta,maria-luisa39@example.net,1960-05-14,925.716.340-70,(051) 1153 4135,22529.89,True,07/05/2025,ouro,
322,Leonardo Pires,thomasmartins@example.com,1944-12-03,726.890.541-67,21 2500-4140,24104.34,sim,27/04/2024,ouro,
323,Lorenzo Pastor,elopes@example.net,1985-05-16,263.905.741-34,+55 81 9694 9213,3129.98,False,30/05/2023,ouro,
324,Enzo Novaes,riosaurora@example.net,1961-11-11,463.809.251-98,+55 31 6931 4256,6532.97,não,,bronze,
325,Isaque Sales,isaaccarvalho@example.org,1956-03-24,394.815.072-97,61 2626 8245,8854.91,True,22/02/2024,prata,Illum id repudiandae rem cumque saepe quos autem ipsam ea.
326,Laís da Mota,mduarte@example.net,1973-10-04,00000000000,0800-205-2445,8424.07,não,05/01/2024,ouro,
327,Maria Liz Farias,davi-lucca56@example.com,1994-07-14,078.936.425-56,84 2271-3951,12365.14,sim,29/12/2023,diamante,Labore labore sed placeat explicabo omnis officia consequatur et omnis.
328,Sr. Marcelo Almeida,lpacheco@example.com,1996-08-06,905.431.628-42,0800 747 2408,16145.5,sim,27/10/2023,bronze,
329,Kaique das Neves,freitasluisa@example.com,1985-02-24,351.286.740-53,,14874.52,False,15/07/2024,diamante,
330,Valentina Oliveira,maria-alice50@example.com,1979-10-28,438.952.071-79,+55 (011) 9943-0115,23362.42,não,,bronze,
331,Isaac Leão,eloaviana@example.org,1999-11-21,356.248.091-15,(031) 5801-5167,24938.44,sim,26/12/2023,bronze,Vel non sapiente accusantium soluta nobis aliquam.
332,Bianca da Mata,thomas98@example.org,1953-09-14,762.893.504-47,+55 (011) 9743-0157,6242.91,True,13/06/2024,diamante,
333,Srta. Fernanda Azevedo,tduarte@example.net,1957-08-24,152.840.739-32,81 1513-7164,6228.03,sim,15/08/2024,ouro,Velit eaque ducimus ipsum nemo rerum saepe.
334,João Camargo,ian00@example.net,1996-10-13,00000000000,84 2271-5631,1978.92,,19/05/2024,ouro,Voluptatum voluptas corrupti vitae molestias nam.
335,Dr. Vitor Gabriel Abreu,prios@example.com,1993-07-18,572.364.819-55,+55 (051) 8039 6965,15969.3,False,12/06/2023,ouro,Laudantium voluptatibus dignissimos eos facere non laudantium inventore neque.
